temperature,masked_motion_mean,observed_motion_mean,masked_observed_motion_ratio,avg_missing_per_frame,actual_missing_ratio
0.05,0.1773465117957518,0.04993394496996923,3.5516222862505606,1.0,0.012658227848101266
0.1,0.15473206637188508,0.05022387358484194,3.080846922539737,1.0,0.012658227848101266
0.2,0.1242597394643104,0.050614544421815066,2.4550204073506188,1.0,0.012658227848101266
0.5,0.07819452358967188,0.05120512407659044,1.5270839588770813,1.0,0.012658227848101266
0.8,0.06566877159786716,0.05136571068806686,1.2784554271362032,1.0,0.012658227848101266
1.0,0.0621164059161516,0.051411253894101706,1.208225849618464,1.0,0.012658227848101266
